firma_id,provincia,municipio,pliego,fedatario,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,y
116,Avila,631,1382,376,1,1,1,1,1,1,1,0,0,0,0.0575,0.409,1,0
117,Palencia,1764,495,437,1,1,1,1,1,2,0,0,1,0,0.8721,0.142,4,0
118,Leon,816,2969,175,1,1,1,1,3,4,1,0,0,0,0.0774,7.652,0,1
119,Segovia,904,836,369,1,1,1,1,4,2,5,1,0,0,0.3093,0.676,3,1
120,Burgos,2217,2920,189,1,1,0,0,2,1,1,0,3,0,0.1453,1.334,1,0
121,Segovia,1490,418,33,1,1,0,1,1,1,0,0,0,0,0.0147,3.975,2,0
122,Soria,1543,1598,372,1,1,1,1,1,1,0,0,1,0,0.0735,1.014,0,0
123,Leon,1763,2677,154,1,1,1,1,2,1,0,1,0,0,0.0995,1.865,1,0
124,Valladolid,1881,2860,462,1,1,0,1,1,2,0,0,0,0,0.1645,0.188,0,0
125,Leon,284,2241,125,1,1,0,1,1,1,1,0,1,0,0.0578,3.811,0,0
126,Soria,836,2957,364,1,1,0,1,1,1,0,0,0,0,0.0803,5.753,1,0
127,Soria,1749,1696,459,1,1,1,1,2,1,1,0,0,0,0.0972,3.331,1,0
128,Burgos,31,1583,342,0,1,1,0,1,1,0,0,0,0,0.1798,1.638,1,0
129,Avila,766,1812,70,1,1,1,0,1,1,0,0,0,1,0.188,1.856,1,0
130,Valladolid,1964,1578,22,1,1,1,1,2,2,0,0,0,0,0.1026,2.625,0,0
131,Valladolid,976,661,51,1,1,1,1,1,1,0,0,0,0,0.1153,1.633,0,0
132,Leon,1070,1649,100,1,1,1,1,2,1,0,0,1,0,0.75,0.0,6,0
133,Salamanca,86,249,396,1,1,1,1,1,1,0,0,0,0,0.0698,0.363,0,0
134,Soria,1603,574,419,1,1,1,1,2,1,0,0,1,0,0.196,2.097,1,0
135,Leon,726,2330,284,1,1,1,1,1,1,1,0,2,0,0.0303,0.803,5,0
136,Palencia,2070,1333,367,0,1,1,1,1,1,0,0,1,0,0.0149,3.131,3,0
137,Zamora,706,2837,381,1,1,1,1,1,2,2,0,1,0,0.1401,5.022,1,0
138,Leon,1347,449,415,0,1,1,1,1,1,0,0,0,0,0.2454,3.374,1,0
139,Salamanca,1414,1408,319,0,1,1,1,1,1,2,0,1,0,0.0272,3.347,1,0
140,Leon,757,2999,287,0,1,1,1,1,2,3,0,1,0,0.675,0.371,4,1
141,Valladolid,1340,618,245,0,1,0,1,1,2,0,0,0,0,0.054,1.677,0,0
142,Valladolid,863,301,479,1,1,1,1,2,1,0,0,0,0,0.0503,4.154,2,0
143,Palencia,181,2592,384,1,1,1,1,1,1,0,0,0,0,0.1464,2.006,2,0
144,Leon,1336,1988,440,0,1,1,1,1,1,2,1,1,0,0.2547,5.273,1,0
145,Valladolid,1821,666,51,1,1,1,1,1,2,2,1,1,0,0.0451,2.452,0,0
146,Leon,955,1202,352,1,1,0,1,1,1,0,0,0,0,0.667,0.199,4,0
147,Valladolid,1762,904,217,0,1,1,1,1,1,0,0,0,0,0.1777,9.423,0,0
148,Avila,106,1502,129,1,1,1,1,3,1,1,0,0,0,0.1701,6.181,1,0
149,Palencia,2044,2363,66,0,1,1,1,1,1,0,0,0,0,0.0848,0.519,2,0
150,Leon,996,195,8,1,1,1,1,1,1,0,0,0,0,0.1901,1.093,0,0
151,Segovia,1803,1566,7,1,1,1,1,1,1,0,0,0,0,0.5619,0.587,3,0
152,Palencia,463,1866,275,1,1,1,1,1,1,2,0,0,0,0.0243,9.616,0,0
153,Valladolid,689,78,192,1,1,1,1,2,1,2,0,1,0,0.8191,0.481,6,0
154,Salamanca,719,1407,387,1,1,0,1,2,1,0,0,1,0,0.1485,1.067,0,0
155,Salamanca,1084,201,30,1,1,1,1,1,1,0,1,3,0,0.373,10.32,1,0
156,Burgos,2073,2415,375,1,1,1,0,1,1,0,0,0,0,0.0616,1.369,1,0
157,Valladolid,995,511,45,1,1,1,1,1,2,1,0,0,0,0.0566,1.873,1,0
158,Salamanca,467,682,438,1,1,1,1,1,1,0,0,0,0,0.0419,4.027,0,0
159,Burgos,1392,379,201,1,1,1,1,1,1,0,0,0,0,0.1173,0.338,0,0
160,Valladolid,1626,1820,398,1,1,1,0,1,1,0,0,1,0,0.0702,1.721,0,0
161,Palencia,694,844,329,1,1,1,1,1,1,1,0,1,0,0.0521,0.566,0,0
162,Salamanca,1053,1692,136,1,1,1,1,1,1,2,0,0,0,0.2174,3.029,0,0
163,Valladolid,997,1966,72,0,1,0,1,2,1,1,0,2,0,0.04,0.628,2,1
164,Leon,537,2531,96,1,1,1,1,2,1,0,0,0,0,0.0802,3.942,3,0
165,Salamanca,2056,1190,382,1,1,1,1,1,1,0,0,0,0,0.0851,0.488,0,0
166,Valladolid,446,2321,250,1,1,1,1,1,1,1,0,0,0,0.0687,1.31,0,0
167,Burgos,1096,522,173,1,1,1,1,2,1,1,0,1,0,0.1397,2.479,3,0
168,Salamanca,1588,2798,186,0,1,1,1,1,1,1,0,0,0,0.0875,4.018,0,0
169,Valladolid,1471,2282,37,0,1,1,1,1,1,0,0,0,0,0.0766,2.982,1,0
170,Zamora,1131,728,237,1,1,1,1,1,1,2,0,0,0,0.0352,3.153,0,0
171,Leon,367,1585,21,1,1,1,1,1,1,0,1,0,0,0.1931,1.136,0,0
172,Salamanca,110,780,211,1,1,1,1,1,2,0,0,0,0,0.0032,4.329,1,0
173,Leon,2067,300,86,1,1,1,1,2,1,1,0,2,0,0.1044,5.511,0,0
174,Leon,1453,1540,307,1,1,1,1,1,1,0,0,0,0,0.0122,3.092,0,0
175,Zamora,157,1477,133,1,1,1,1,1,1,0,0,1,0,0.0796,7.579,0,0
176,Valladolid,1167,2704,309,1,1,1,1,1,1,0,0,1,0,0.1315,5.25,2,0
177,Palencia,1701,1330,403,1,0,1,0,1,1,0,0,0,0,0.0043,10.133,0,0
178,Burgos,574,2376,206,1,1,1,0,1,1,0,0,1,0,0.091,5.207,1,0
179,Salamanca,1411,1162,25,1,1,1,1,4,1,5,0,1,1,0.6536,0.809,5,1
180,Leon,8,764,296,1,1,0,1,1,1,0,0,0,0,0.0588,4.274,2,0
181,Leon,1365,517,279,1,1,1,1,1,1,0,0,0,0,0.149,4.279,1,0
182,Salamanca,1055,571,67,1,1,1,1,1,1,0,0,0,0,0.0938,4.323,0,0
183,Zamora,773,2386,291,1,1,1,1,2,1,0,0,0,0,0.1283,4.355,1,0
184,Leon,1589,543,117,1,1,1,1,1,3,1,1,0,0,0.9012,0.0,3,1
185,Avila,1851,562,443,0,1,1,1,2,1,0,0,0,0,0.0013,4.286,2,0
186,Leon,181,703,388,0,1,1,1,2,1,1,0,1,0,0.0597,5.16,1,0
187,Soria,409,462,291,0,1,1,1,1,2,0,0,2,0,0.7014,0.091,7,0
188,Burgos,134,2368,308,1,1,1,1,1,1,0,0,0,0,0.1755,4.035,0,0
189,Burgos,2033,1997,208,1,1,0,1,1,1,1,0,1,0,0.2163,0.05,9,1
190,Valladolid,281,2183,104,1,1,1,1,2,1,2,0,1,0,0.1097,5.67,0,1
191,Salamanca,307,937,377,1,1,1,1,2,1,0,0,0,0,0.2537,7.091,1,0
192,Avila,455,1907,423,1,1,1,1,1,1,2,0,0,0,0.0848,3.193,0,0
193,Salamanca,1404,2840,225,1,1,1,1,2,1,0,0,1,0,0.0,1.273,1,0
194,Burgos,1281,310,419,1,1,1,1,1,1,0,0,0,0,0.1947,4.052,0,0
195,Leon,433,370,349,1,1,1,1,1,2,0,0,0,0,0.088,0.63,2,0
196,Valladolid,744,2764,238,1,1,1,1,3,1,0,0,0,0,0.3384,3.397,1,0
197,Valladolid,750,328,281,1,1,1,1,2,2,1,0,1,0,0.0298,7.192,0,0
198,Burgos,905,2450,449,1,1,1,0,1,1,0,0,1,0,0.7948,0.075,3,0
199,Segovia,666,1558,249,1,1,1,1,1,1,2,0,0,0,0.0833,0.795,2,0
200,Zamora,2207,2713,82,1,1,1,1,1,1,0,0,0,0,0.0634,3.917,1,0
201,Valladolid,2026,783,228,1,1,1,1,2,1,1,0,0,0,0.0833,10.374,1,0
202,Leon,336,451,384,1,1,0,1,2,1,1,0,2,0,0.0285,9.412,1,0
203,Valladolid,159,1718,245,1,1,1,1,3,1,1,0,1,0,0.7347,0.908,3,0
204,Valladolid,76,2987,497,1,1,1,1,1,1,1,0,1,0,0.1514,2.222,0,0
205,Valladolid,2216,2424,10,1,1,1,1,1,1,1,0,0,0,0.1156,2.049,1,0
206,Salamanca,698,2601,351,1,1,1,1,2,1,0,0,0,0,0.7249,0.221,5,0
207,Burgos,1454,462,102,1,1,1,1,2,1,2,0,0,0,0.732,0.179,6,0
208,Zamora,2104,169,239,1,1,1,1,1,2,1,0,1,0,0.0384,1.427,2,0
209,Avila,1717,2928,296,1,1,1,1,1,1,0,0,0,0,0.039,0.354,1,0
210,Valladolid,727,1052,37,1,0,1,1,2,1,1,0,2,0,0.1471,2.551,0,1
211,Salamanca,803,2153,230,1,1,1,0,1,2,1,0,1,0,0.0446,5.893,1,0
212,Salamanca,609,2686,483,0,1,1,1,1,1,0,0,1,0,0.0073,1.426,0,0
213,Burgos,1442,597,397,1,1,0,1,1,1,0,0,0,0,0.0224,4.997,1,0
214,Leon,1930,508,16,1,1,1,1,1,1,0,0,0,0,0.0769,2.073,0,0
215,Valladolid,1737,686,488,1,1,1,1,1,1,0,0,0,0,0.1578,7.145,0,0
216,Avila,873,1731,270,1,1,1,1,1,1,2,0,1,0,0.1686,0.544,1,0
217,Valladolid,2014,88,361,0,1,1,1,2,1,1,1,1,0,0.0,2.432,2,1
218,Salamanca,1874,2165,124,1,1,1,1,1,1,0,0,0,0,0.3054,2.918,0,0
219,Valladolid,761,128,343,1,1,1,1,2,1,3,0,0,0,0.1104,20.157,4,1
220,Segovia,1695,1529,495,1,1,0,1,1,1,1,0,0,0,0.1513,4.352,0,0
221,Burgos,82,1128,328,0,1,0,1,2,2,0,0,1,0,0.027,2.532,3,1
222,Salamanca,427,1512,292,0,1,1,1,1,2,2,0,1,0,0.15,1.684,0,1
223,Burgos,616,1045,233,1,1,0,1,1,1,0,0,0,0,0.0475,5.737,1,0
224,Burgos,1208,976,173,1,1,1,1,1,1,1,0,2,1,0.055,4.097,1,0
225,Leon,410,393,492,1,1,1,1,2,2,0,0,3,0,0.34,0.0,8,0
226,Leon,533,2687,148,1,1,1,1,4,1,1,0,0,0,0.1519,3.685,1,0
227,Leon,1605,2598,23,1,1,1,1,1,1,0,1,1,0,0.0353,3.876,0,0
228,Valladolid,1330,1185,212,1,1,1,1,1,1,1,0,1,0,0.3666,2.917,2,0
229,Valladolid,334,2830,404,1,1,0,1,1,1,1,0,0,0,0.118,5.356,0,0
230,Zamora,905,1674,59,1,1,1,1,1,3,5,0,0,1,0.1054,1.85,0,1
231,Leon,12,704,264,1,1,1,1,1,1,1,0,0,0,0.0,7.575,0,0
232,Leon,977,2902,97,0,1,1,1,1,1,0,0,1,0,0.1097,4.61,0,0
233,Segovia,2236,267,454,1,1,1,1,1,1,0,0,0,0,0.0783,1.291,0,0
234,Leon,1332,1848,461,1,1,1,1,1,1,0,0,0,0,0.0113,15.704,1,0
235,Burgos,1866,2490,445,1,1,1,1,2,1,1,0,0,0,0.0521,2.061,2,0
236,Valladolid,810,525,118,1,1,1,1,1,1,0,0,0,0,0.2831,5.504,0,0
237,Leon,560,2395,396,1,1,1,1,1,1,2,0,0,0,0.0063,6.498,0,0
238,Zamora,1932,2610,276,1,1,1,1,1,1,0,0,1,0,0.0265,4.199,0,0
239,Leon,1051,357,32,1,1,1,1,1,1,0,0,1,0,0.0245,1.751,1,0
240,Zamora,1338,1726,132,1,1,0,1,1,1,1,0,0,0,0.1304,7.255,3,0
241,Burgos,1740,1213,459,1,1,1,1,1,1,1,0,0,0,0.186,0.91,0,0
242,Salamanca,1402,350,102,1,1,0,1,1,1,0,0,0,0,0.2622,6.747,0,0
243,Salamanca,699,1258,51,1,1,1,1,1,1,0,0,0,0,0.051,5.168,2,0
244,Burgos,795,575,141,1,1,1,1,1,1,0,0,0,0,0.0974,4.963,0,0
245,Leon,201,1167,391,1,1,1,1,2,1,0,0,1,0,0.076,2.019,0,0
246,Salamanca,107,1852,166,1,1,1,1,2,1,0,0,0,0,0.1652,8.989,0,0
247,Palencia,2031,718,59,1,1,1,1,1,1,0,0,0,0,0.0629,3.476,1,0
248,Valladolid,535,2082,331,1,1,1,1,1,1,0,0,0,0,0.2767,2.63,0,0
249,Valladolid,1269,1532,177,1,1,1,1,1,1,0,0,0,0,0.0711,1.608,1,0
250,Leon,1043,604,174,1,1,1,0,1,3,4,0,1,0,0.1902,2.187,2,1
251,Valladolid,503,501,483,1,1,1,1,1,1,0,0,0,0,0.2606,2.272,1,0
252,Leon,1774,1674,405,1,1,1,1,1,1,0,0,0,0,0.1102,2.053,0,0
253,Leon,2196,523,400,1,1,1,1,1,2,2,0,1,0,0.0776,0.271,2,0
254,Leon,1716,256,408,1,0,1,1,2,4,3,0,1,0,0.0285,4.925,3,1
255,Valladolid,1040,2900,255,1,1,1,1,3,1,0,0,0,0,0.1411,1.358,2,0
256,Segovia,269,703,171,1,1,1,1,1,1,2,0,1,0,0.0671,5.606,1,0
257,Valladolid,1060,1594,20,1,1,1,1,1,1,0,0,0,0,0.0771,11.646,1,0
258,Valladolid,1022,453,91,0,1,1,1,1,1,0,0,0,0,0.5305,0.0,8,1
259,Leon,1132,488,20,1,1,1,1,2,1,0,0,1,0,0.2473,2.391,0,0
260,Valladolid,48,2290,31,1,1,1,0,1,1,0,0,0,0,0.0307,2.52,2,0
261,Leon,2164,1655,100,1,1,1,1,1,1,1,0,0,0,0.1311,0.861,0,0
262,Valladolid,1093,1350,488,1,1,1,1,1,1,0,0,2,0,0.1189,0.077,2,0
263,Burgos,2171,768,411,1,1,1,1,1,1,0,0,0,0,0.0573,3.632,2,0
264,Salamanca,1849,2215,1,1,1,1,1,1,1,0,0,0,0,0.0962,2.561,3,0
265,Salamanca,1183,1031,305,1,1,1,1,1,1,0,0,0,0,0.0466,0.494,0,0
266,Salamanca,1366,1486,235,1,1,1,1,2,2,0,0,1,0,0.055,8.58,1,1
267,Leon,925,1787,247,1,1,1,1,1,1,0,0,0,0,0.1595,1.614,2,0
268,Avila,1224,1901,481,1,1,1,1,2,2,0,0,0,0,0.0711,5.031,2,0
269,Salamanca,3,1396,490,1,1,1,1,1,1,0,0,1,0,0.1806,1.563,0,0
270,Palencia,584,1200,222,1,1,1,1,1,1,2,0,0,0,0.1299,6.327,0,0
271,Burgos,645,2605,251,1,1,1,1,1,1,0,0,0,0,0.1536,8.84,0,0
272,Valladolid,514,1482,150,1,1,1,1,1,2,0,0,0,0,0.1139,2.918,2,0
273,Palencia,657,2388,393,1,1,1,0,1,1,0,0,0,0,0.1338,4.521,1,0
274,Zamora,1613,1305,204,1,1,1,1,2,1,0,0,0,0,0.563,0.488,8,0
275,Valladolid,1855,2352,435,1,1,1,1,2,1,1,0,0,0,0.1224,5.038,0,0
276,Leon,1691,745,29,0,1,1,1,1,1,2,0,0,0,0.0291,4.123,0,0
277,Valladolid,1997,144,421,1,1,1,1,1,1,0,0,1,0,0.1727,4.447,2,0
278,Leon,1387,1406,457,1,1,1,1,1,1,1,0,0,0,0.0632,3.123,0,0
279,Valladolid,512,410,215,1,1,1,1,2,2,0,0,0,0,0.237,8.192,0,0
280,Valladolid,309,275,402,1,1,1,1,1,1,1,0,0,0,0.1141,3.185,1,0
281,Avila,10,1926,56,1,1,1,1,1,1,0,0,1,0,0.0,2.089,1,0
282,Valladolid,1015,2123,468,1,1,1,1,1,1,1,0,1,0,0.0413,3.386,1,0
283,Burgos,519,2491,68,1,1,1,1,1,1,0,0,1,0,0.2015,3.925,2,0
284,Burgos,127,1640,119,1,1,1,1,2,1,0,0,1,0,0.0946,5.455,1,0
285,Segovia,538,2183,46,0,1,1,1,3,1,0,0,0,0,0.0738,5.213,0,0
286,Burgos,99,573,433,1,1,1,1,1,1,0,0,0,0,0.6351,0.704,6,0
287,Burgos,126,514,70,1,1,1,1,1,1,0,0,1,0,0.0686,0.222,0,0
288,Leon,268,1730,475,1,1,1,1,1,1,1,0,0,0,0.0802,3.648,2,0
289,Burgos,1750,2802,482,1,1,1,1,3,1,0,0,0,0,0.1,1.662,2,0
290,Burgos,1332,1789,157,1,0,1,1,1,4,3,0,1,1,0.4256,3.299,0,1
291,Salamanca,106,2639,79,1,1,1,1,1,1,0,0,0,0,0.2309,3.541,0,0
292,Salamanca,1631,128,39,1,1,1,1,1,1,0,0,0,0,0.1138,19.745,4,0
293,Zamora,1966,622,286,1,1,1,1,1,2,0,0,0,0,0.0896,4.52,2,0
