firma_id,provincia,municipio,pliego,fedatario,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,y
35,Valladolid,48,15,125,1,1,1,1,1,1,0,0,1,0,0.0504,4.078,1,0
36,Leon,1520,171,345,1,1,1,1,1,1,0,0,0,0,0.1571,3.552,1,0
37,Valladolid,291,2046,472,1,1,1,0,1,1,1,0,0,0,0.336,0.013,6,0
38,Valladolid,43,1171,133,1,1,1,1,1,1,2,0,0,0,0.5276,0.221,2,0
39,Zamora,1560,2447,400,1,1,1,1,3,1,0,0,1,0,0.2773,1.164,4,0
40,Salamanca,1734,40,497,1,1,1,1,2,1,0,0,1,0,0.0988,1.584,0,0
41,Avila,725,586,193,0,1,1,1,1,2,2,1,4,0,0.2675,3.332,3,1
42,Soria,815,2864,173,1,1,1,1,1,1,0,0,0,0,0.1098,6.963,0,0
43,Burgos,637,2024,63,0,1,1,1,1,3,1,0,2,1,0.1628,7.537,0,1
44,Soria,263,1825,237,1,1,1,1,1,1,1,0,0,0,0.1676,13.467,1,0
45,Leon,391,305,489,1,1,1,1,2,1,2,0,0,0,0.1756,1.365,1,1
46,Leon,2108,1756,341,1,1,1,1,1,4,0,1,1,0,0.117,4.369,4,1
47,Leon,119,183,178,1,1,1,1,1,1,0,0,0,0,0.0562,3.942,1,0
48,Leon,529,463,130,1,1,0,1,3,1,0,0,1,0,0.0948,3.187,1,0
49,Leon,816,2698,75,1,1,1,1,2,1,0,0,0,0,0.0991,7.786,1,0
50,Valladolid,114,590,461,1,1,1,1,3,1,0,0,0,0,0.0974,6.977,2,0
51,Burgos,132,2927,171,1,1,1,1,1,1,0,0,0,0,0.0926,3.266,1,0
52,Valladolid,989,463,213,1,1,1,1,2,3,2,1,0,0,0.0972,2.869,1,1
53,Avila,6,2969,44,1,1,1,1,1,1,2,0,1,0,0.1255,2.015,0,0
54,Leon,1229,1739,391,1,1,1,1,3,1,4,0,0,0,0.1965,3.018,0,1
55,Salamanca,30,1602,321,1,1,1,1,1,1,0,0,0,0,0.0714,1.867,1,0
56,Segovia,1580,1798,139,1,1,1,1,1,1,0,0,1,0,0.0702,0.777,0,0
57,Burgos,1292,1382,73,1,1,1,1,1,1,2,0,0,0,0.0442,5.337,3,0
58,Palencia,1709,224,147,1,1,1,1,2,1,1,0,0,0,0.0317,1.03,2,0
59,Leon,253,1986,92,1,1,1,1,2,1,1,0,0,0,0.1718,3.121,0,0
60,Burgos,412,1380,22,1,1,1,1,1,1,2,0,1,0,0.1405,6.278,0,0
61,Burgos,861,1396,430,1,1,0,1,1,1,0,0,0,0,0.3033,1.006,1,0
62,Valladolid,973,1136,284,1,1,1,1,1,1,0,0,1,0,0.111,2.013,0,0
63,Valladolid,1301,2482,478,1,1,1,1,1,1,0,0,1,0,0.0961,10.824,2,0
64,Valladolid,1157,2366,499,1,1,0,1,4,3,5,0,1,0,0.1661,4.863,2,1
65,Valladolid,1222,527,385,1,1,0,0,1,1,1,0,3,0,0.0381,2.346,1,0
66,Segovia,1342,391,329,1,1,1,1,1,1,1,0,1,0,0.0527,6.006,0,0
67,Burgos,1140,478,432,1,1,1,1,2,1,0,0,3,0,0.2187,1.461,1,0
68,Burgos,1775,865,98,1,1,1,1,1,1,0,0,0,0,0.1136,4.828,1,0
69,Salamanca,1979,2408,200,1,1,0,1,1,2,2,0,3,0,0.2281,6.919,1,0
70,Valladolid,493,2900,190,1,1,0,0,1,4,3,0,0,0,0.179,1.829,2,1
71,Palencia,1054,1713,410,1,1,1,1,3,1,0,0,0,0,0.2812,2.649,1,0
72,Leon,603,2094,291,1,1,1,1,1,1,0,0,0,0,0.0879,6.826,1,0
73,Valladolid,1257,2944,283,0,1,1,0,1,1,3,0,0,0,0.6518,0.264,7,1
74,Burgos,1024,1491,154,1,1,1,1,1,1,2,0,2,0,0.6809,0.0,5,1
75,Segovia,1785,2991,151,1,1,1,1,1,2,0,0,2,0,0.2622,3.203,0,0
76,Palencia,1879,261,31,1,1,1,1,1,1,1,0,0,0,0.1102,0.968,2,0
77,Leon,2006,1375,398,1,1,1,1,4,1,2,0,1,0,0.0751,1.55,0,0
78,Leon,1356,640,207,1,1,1,1,1,1,0,0,2,0,0.1078,5.03,0,0
79,Leon,2062,1673,76,1,0,1,1,1,1,1,1,0,1,0.0106,6.534,0,1
80,Segovia,412,2820,208,0,1,1,1,1,1,2,0,0,0,0.0843,4.451,0,0
81,Valladolid,687,851,444,1,1,0,1,1,1,0,0,0,0,0.0856,1.351,2,0
82,Leon,349,1235,235,1,1,1,1,1,1,0,0,0,0,0.1072,2.454,0,0
83,Valladolid,1518,2583,53,0,1,1,1,1,1,0,0,1,0,0.2355,2.544,2,0
84,Avila,1968,2523,239,1,1,1,1,1,1,0,0,1,0,0.2233,18.063,0,0
85,Valladolid,1247,2891,399,1,1,1,1,1,1,0,0,1,0,0.1816,3.107,0,0
86,Leon,704,2677,203,1,1,1,1,1,1,1,0,0,0,0.1275,0.27,1,0
87,Palencia,1526,560,30,1,1,1,1,1,1,2,0,0,0,0.0574,9.428,0,0
88,Valladolid,715,2877,421,1,1,1,1,2,1,0,0,0,0,0.6212,0.0,5,0
89,Valladolid,62,2309,94,1,1,1,1,1,1,0,0,0,0,0.1071,3.909,1,0
90,Soria,1479,2645,144,1,1,0,0,1,1,0,0,0,0,0.0184,1.276,1,0
91,Segovia,877,1169,347,1,1,1,1,1,1,0,0,0,0,0.0963,1.832,2,0
92,Salamanca,1185,957,175,1,1,1,1,1,2,0,0,0,0,0.1172,1.851,1,0
93,Burgos,1293,127,490,1,1,1,1,2,1,1,0,1,0,0.1803,14.563,3,0
94,Zamora,220,50,165,1,1,1,1,1,1,0,0,0,0,0.0941,4.622,1,0
95,Leon,1619,1273,449,1,1,1,1,2,2,1,0,0,0,0.0365,3.894,1,0
96,Leon,1874,286,378,1,1,1,1,1,1,0,0,0,0,0.0184,4.998,1,0
97,Zamora,2103,1529,439,1,1,1,1,1,1,2,0,0,0,0.1174,4.898,0,0
98,Valladolid,1937,71,366,1,1,1,1,1,1,1,0,0,0,0.067,5.903,3,0
99,Leon,1353,363,390,1,1,1,0,2,3,5,0,1,1,0.1559,1.466,0,1
100,Leon,1235,1117,357,1,1,1,1,3,1,2,0,0,0,0.0548,6.27,0,0
101,Zamora,854,2085,79,1,1,1,1,1,1,2,0,1,0,0.0056,3.405,1,0
102,Leon,366,604,271,1,1,1,1,1,1,2,0,0,0,0.2228,3.843,0,0
103,Valladolid,1819,2259,471,1,1,1,1,1,1,0,0,1,0,0.0073,5.068,1,0
104,Valladolid,493,1129,69,1,1,1,1,2,2,0,0,0,0,0.0514,9.951,0,0
105,Zamora,2154,507,257,1,1,1,1,1,1,1,0,0,0,0.0992,4.264,0,0
106,Leon,257,89,259,1,1,1,1,1,1,0,0,0,0,0.0887,2.827,0,0
107,Leon,140,2342,193,1,1,1,0,1,4,4,0,0,1,0.1102,1.109,0,1
108,Valladolid,1621,1228,205,0,1,1,1,4,4,0,0,1,0,0.0569,2.11,3,1
109,Valladolid,400,2028,81,1,1,1,1,2,2,0,0,1,0,0.185,2.819,2,0
110,Segovia,202,948,103,1,1,0,1,1,1,1,0,0,0,0.04,1.911,2,0
111,Segovia,2095,772,403,1,1,1,1,2,2,4,0,0,0,0.1085,1.744,2,1
112,Palencia,1733,2224,224,1,0,1,1,3,2,3,1,0,0,0.2274,2.929,1,1
113,Soria,2167,2741,116,1,1,1,1,1,1,2,0,0,0,0.081,9.044,0,0
114,Valladolid,1247,336,5,1,1,1,1,1,1,1,0,1,0,0.0508,3.471,0,0
115,Salamanca,406,1057,287,1,1,1,1,2,1,0,0,0,0,0.0129,3.689,1,0
116,Valladolid,873,922,282,1,1,1,1,1,1,0,0,0,0,0.0566,1.449,1,0
117,Avila,1028,1710,495,1,1,0,1,1,1,0,0,0,0,0.1209,9.312,0,0
118,Burgos,132,1445,371,1,1,1,1,1,1,2,0,0,0,0.4944,3.014,0,0
119,Avila,582,1885,115,1,1,1,1,1,1,0,0,0,0,0.068,5.872,1,0
120,Valladolid,2145,2385,379,1,0,1,0,1,4,0,0,0,1,0.0326,8.046,3,1
121,Salamanca,1549,2423,338,1,1,1,1,3,2,2,0,0,0,0.1065,1.866,2,1
122,Palencia,1704,2478,98,1,1,1,1,1,1,1,0,0,0,0.077,11.714,1,0
123,Valladolid,1414,1776,280,1,1,1,1,5,1,0,0,1,0,0.5162,1.075,7,0
124,Salamanca,1280,2335,360,1,1,1,1,2,1,0,0,0,0,0.2022,6.004,0,0
125,Avila,392,2698,203,1,1,1,1,1,1,1,0,1,0,0.0696,8.386,1,0
126,Burgos,685,847,474,1,1,0,0,2,2,0,0,0,0,0.1849,4.501,0,1
127,Zamora,1875,408,274,0,1,1,0,1,2,0,0,0,0,0.2101,3.173,1,0
128,Burgos,183,790,456,1,1,1,1,1,1,0,0,1,0,0.4204,0.091,5,0
129,Leon,186,1442,319,1,1,1,1,1,1,2,0,1,0,0.213,6.203,3,0
130,Valladolid,187,2200,378,1,1,1,1,1,1,0,0,0,0,0.4118,0.323,6,0
131,Valladolid,1781,1928,15,1,1,1,1,1,1,0,0,0,0,0.1183,1.587,1,1
132,Valladolid,277,280,284,1,1,0,1,2,1,2,0,1,0,0.2614,2.735,0,0
133,Valladolid,144,993,142,1,1,1,1,1,1,0,0,0,0,0.2244,6.407,1,0
134,Salamanca,842,160,427,1,1,1,1,1,2,0,0,0,0,0.3184,5.741,1,0
135,Avila,528,1734,405,0,1,1,1,1,1,0,0,0,0,0.077,3.493,0,0
136,Valladolid,1109,1410,138,0,1,0,1,5,3,3,0,1,0,0.076,6.833,0,1
137,Leon,1191,338,72,1,1,1,1,2,1,0,0,1,0,0.1051,9.095,1,0
138,Avila,161,1411,338,1,1,1,1,1,1,0,0,1,0,0.3225,0.587,6,0
139,Leon,985,1003,138,1,1,1,1,2,1,4,0,1,0,0.0664,3.07,0,1
140,Valladolid,360,2968,73,1,1,1,1,1,1,1,0,0,0,0.0672,11.399,2,0
141,Salamanca,2121,513,41,1,1,1,1,1,1,0,0,1,0,0.1824,4.712,1,0
142,Zamora,1667,683,152,0,1,0,1,1,1,3,0,4,0,0.6472,0.0,4,1
143,Valladolid,434,1417,276,1,1,1,0,1,1,2,1,0,1,0.5923,0.49,5,1
144,Salamanca,639,95,490,1,1,1,1,2,1,0,0,0,0,0.0333,4.529,1,0
145,Salamanca,330,784,370,1,1,1,1,3,2,0,0,0,0,0.0504,16.25,0,0
146,Leon,1038,801,374,1,0,1,1,2,4,0,1,0,1,0.0339,0.152,0,1
147,Salamanca,932,158,2,1,1,1,1,1,1,0,0,1,0,0.099,7.716,1,0
148,Avila,1461,268,316,1,1,1,1,1,1,0,0,0,0,0.1387,3.083,1,0
149,Valladolid,289,1691,467,1,1,1,1,1,1,2,0,0,0,0.1075,4.483,1,0
150,Soria,444,2618,138,0,1,0,1,5,4,2,0,0,0,0.0,0.359,2,1
151,Valladolid,509,2463,3,1,1,1,1,3,1,1,0,1,0,0.053,1.967,1,0
152,Zamora,1709,143,465,1,1,1,1,1,1,0,0,0,0,0.0604,3.883,1,0
153,Burgos,523,630,265,1,1,1,1,1,1,0,1,0,0,0.0185,6.353,2,0
154,Leon,485,1512,356,1,1,0,1,1,1,1,0,0,0,0.0204,3.414,0,0
155,Avila,1207,788,130,1,1,1,1,2,1,1,0,1,0,0.1179,1.211,0,0
156,Burgos,2165,389,219,1,1,1,1,1,1,0,0,0,0,0.0517,2.145,1,0
157,Segovia,2049,1982,125,1,1,1,1,1,1,1,1,1,0,0.0323,3.561,0,0
158,Leon,1421,1953,251,0,1,1,0,3,4,0,1,0,1,0.0829,6.965,0,1
159,Leon,1016,658,458,0,1,1,1,1,1,0,0,2,0,0.1999,5.3,0,1
160,Leon,366,1873,163,0,0,0,0,1,2,1,0,1,0,0.5096,0.517,2,1
161,Leon,770,2741,295,1,1,1,1,1,1,0,0,0,0,0.1144,9.074,0,0
162,Burgos,1376,2180,169,0,1,0,0,5,1,0,0,2,0,0.1087,5.008,1,1
163,Burgos,1707,2760,148,1,1,1,0,3,2,0,0,3,0,0.206,2.711,0,1
164,Zamora,1845,2521,365,0,1,1,1,1,2,0,0,0,0,0.0859,8.468,0,0
165,Valladolid,496,2682,166,1,1,1,1,1,2,0,0,1,0,0.2379,7.906,1,0
166,Leon,395,1340,77,0,1,0,0,2,2,5,1,4,0,0.0,3.024,2,1
167,Leon,487,1486,479,1,1,1,1,1,2,0,0,1,0,0.0404,5.564,0,0
168,Valladolid,60,539,283,1,1,1,1,3,1,0,0,0,1,0.1469,2.181,0,1
169,Valladolid,1024,1279,76,0,1,0,0,3,2,0,0,2,0,0.0542,5.255,0,1
170,Valladolid,1898,2035,318,1,1,1,0,1,1,0,0,1,0,0.0803,4.229,1,0
171,Palencia,1743,1565,368,1,1,0,1,1,1,1,0,0,0,0.1138,6.951,2,0
172,Leon,380,2550,361,0,1,0,0,2,1,1,1,0,0,0.0227,0.817,0,0
173,Leon,658,2454,388,0,1,1,0,1,1,1,0,1,0,0.4799,0.175,6,0
174,Leon,1754,2771,130,1,1,0,1,1,2,0,1,2,0,0.1108,8.639,1,1
175,Burgos,1856,2634,0,1,1,1,1,1,2,1,0,0,0,0.1009,2.891,2,0
176,Avila,1203,2571,370,1,1,0,1,1,1,2,0,0,0,0.1371,3.043,0,0
177,Leon,2023,2561,399,1,1,1,1,3,2,2,0,0,0,0.1935,8.775,2,0
178,Burgos,1868,1636,151,0,1,0,1,1,2,0,0,2,0,0.0326,1.3,1,0
179,Valladolid,1587,2857,407,1,1,1,1,1,1,0,0,0,0,0.4336,0.0,2,0
180,Burgos,297,1316,147,1,1,1,1,1,2,0,0,0,0,0.1079,0.759,2,0
181,Salamanca,2160,2043,420,1,1,1,1,3,1,0,0,0,0,0.1366,0.382,2,0
182,Salamanca,1921,1926,34,1,1,1,1,1,1,0,0,0,0,0.1831,3.09,3,0
183,Segovia,164,1557,308,0,0,1,1,1,2,1,0,0,0,0.0665,2.419,2,1
184,Burgos,1506,1190,43,1,1,1,1,2,1,1,0,0,0,0.6378,0.185,8,0
185,Valladolid,312,2340,258,1,1,1,1,2,1,0,0,0,0,0.0467,0.947,1,0
186,Zamora,1759,123,71,1,1,0,1,1,1,1,0,0,0,0.0547,6.748,1,0
187,Valladolid,1823,1029,41,0,1,1,0,1,1,0,1,1,0,0.0,3.383,1,0
188,Valladolid,1670,798,221,1,1,1,1,4,1,0,0,0,0,0.1942,8.098,2,0
189,Salamanca,466,2727,437,0,0,0,1,3,1,2,0,1,0,0.0469,1.876,1,1
190,Segovia,1104,1712,458,1,1,1,1,1,1,2,0,0,0,0.3845,8.69,0,0
191,Leon,281,2818,427,1,1,1,1,1,1,2,0,0,0,0.0794,5.439,0,0
192,Leon,1182,1408,474,1,1,1,1,1,1,0,0,0,0,0.1108,0.012,1,0
193,Soria,936,2361,169,1,1,1,1,1,1,0,0,0,0,0.1259,5.352,1,0
194,Zamora,503,1116,377,0,1,0,0,2,1,1,0,1,0,0.0,4.485,1,0
195,Salamanca,1578,1160,329,1,1,0,0,1,3,4,1,1,0,0.0035,0.24,3,1
196,Burgos,1606,1173,341,1,1,1,0,1,2,2,0,0,0,0.0304,7.233,1,0
197,Segovia,838,2458,406,1,1,1,1,4,1,0,0,0,0,0.1154,5.258,2,0
198,Segovia,1796,683,216,0,1,1,1,2,1,0,0,0,0,0.6404,0.077,4,0
199,Palencia,638,1419,284,1,1,1,1,1,2,1,0,0,0,0.1128,6.63,1,0
200,Salamanca,1882,1821,73,0,1,0,1,4,1,0,0,2,0,0.0154,7.482,1,0
201,Valladolid,995,2980,264,0,1,0,1,1,3,1,0,1,0,0.152,3.399,1,1
202,Zamora,1895,1366,7,1,1,1,1,2,1,0,0,0,0,0.058,3.079,0,0
203,Valladolid,589,2347,200,1,1,1,1,1,4,0,0,0,0,0.2237,4.346,0,1
204,Valladolid,1674,2467,230,1,1,0,1,3,1,0,0,2,0,0.1991,8.478,1,1
205,Salamanca,80,1444,126,1,1,1,1,2,1,2,0,0,0,0.0497,5.25,0,0
206,Zamora,2232,467,366,1,1,1,1,3,1,3,0,3,0,0.202,4.918,0,1
207,Burgos,874,2429,361,1,1,1,1,1,2,0,0,2,0,0.0115,0.801,0,0
208,Valladolid,395,939,303,1,1,1,1,1,1,1,0,0,0,0.1828,3.07,2,0
209,Leon,785,347,304,0,1,0,1,1,1,1,0,1,0,0.0233,1.009,1,0
210,Valladolid,1019,2423,99,1,1,1,1,1,1,1,0,0,0,0.079,2.201,2,0
211,Zamora,1581,1458,287,1,1,1,1,3,1,0,0,0,0,0.0328,4.754,0,0
212,Valladolid,1528,766,372,1,1,1,1,1,2,2,0,0,0,0.1168,6.124,1,0
213,Valladolid,1763,1311,411,1,1,1,1,3,3,1,1,2,0,0.1812,4.173,0,1
214,Soria,1936,2937,482,1,1,1,1,1,1,0,0,0,0,0.0201,3.857,1,0
215,Segovia,488,745,284,1,1,1,1,3,1,0,0,1,0,0.7827,0.0,4,0
216,Avila,221,371,255,1,1,1,1,2,1,0,0,0,0,0.0277,4.185,1,0
217,Leon,393,459,375,1,1,1,1,1,2,0,0,0,0,0.0435,2.208,1,0
218,Valladolid,1731,2478,162,1,1,1,1,1,1,1,0,1,0,0.0641,12.261,1,0
219,Palencia,836,1279,276,0,1,0,1,4,1,0,1,1,0,0.1003,4.704,1,0
220,Avila,1174,1166,436,1,1,1,1,1,1,0,0,1,0,0.0676,1.109,1,0
221,Salamanca,127,1312,67,1,1,1,1,2,1,0,0,1,0,0.354,2.15,0,0
222,Avila,2047,1214,60,0,1,1,0,1,2,3,0,0,0,0.196,4.165,1,1
223,Burgos,202,740,438,1,1,1,1,1,2,0,0,2,0,0.4088,1.318,0,0
224,Soria,288,2200,424,0,1,0,1,1,1,0,0,2,0,0.382,0.488,7,0
225,Valladolid,1850,1980,345,1,1,1,1,1,1,0,0,2,0,0.1088,9.626,0,0
226,Leon,1226,630,157,1,1,1,1,1,1,2,0,0,0,0.0335,6.269,2,0
227,Valladolid,2156,585,223,1,1,0,1,1,1,2,0,0,0,0.1434,2.008,2,0
228,Palencia,830,264,261,1,1,1,1,1,1,0,0,1,0,0.1519,1.266,1,0
229,Burgos,50,20,444,0,1,1,1,1,1,0,0,2,0,0.0198,2.793,0,0
230,Segovia,179,78,0,1,1,1,1,4,1,0,0,0,0,0.1964,8.227,0,0
231,Valladolid,1412,1281,158,1,1,1,1,4,1,0,0,1,0,0.1107,3.249,1,0
232,Burgos,777,34,474,1,1,0,1,2,4,5,0,3,1,0.1008,0.381,2,1
233,Burgos,459,2044,42,1,1,1,1,2,2,5,1,0,0,0.2694,4.086,2,1
234,Soria,278,973,314,1,1,1,1,1,1,2,0,0,0,0.2826,0.771,0,0
235,Palencia,557,2831,492,1,1,1,1,1,1,0,0,2,0,0.1919,1.797,1,0
236,Valladolid,1745,353,431,1,1,1,1,1,1,0,0,1,0,0.1919,2.443,3,0
237,Burgos,437,1686,312,0,1,0,1,1,2,1,0,0,0,0.0856,0.832,3,0
238,Palencia,1796,2338,298,1,1,1,1,1,1,0,0,0,0,0.2739,3.631,0,0
239,Burgos,858,1447,371,1,1,1,1,1,1,0,0,0,0,0.2247,7.938,0,0
240,Avila,1604,796,337,1,1,1,1,1,2,2,0,0,0,0.0127,2.673,1,0
241,Burgos,954,1639,310,1,1,1,1,1,2,2,0,1,0,0.0338,13.746,0,0
242,Zamora,142,1529,482,1,1,1,1,3,4,2,0,0,1,0.1381,4.252,0,1
243,Zamora,1509,1077,76,1,1,1,1,1,1,2,0,0,0,0.0514,0.791,1,0
244,Leon,1020,1224,380,0,1,0,0,3,2,0,0,2,0,0.0251,2.402,2,1
245,Zamora,1278,2610,42,1,1,1,1,1,4,5,0,1,0,0.8938,0.779,3,1
246,Valladolid,1923,2611,444,1,1,0,1,5,4,4,0,1,1,0.2129,1.81,2,1
247,Zamora,1068,1670,200,1,1,1,1,4,1,0,0,0,0,0.0762,4.175,1,0
248,Burgos,1302,2648,284,1,1,1,1,1,1,1,0,0,0,0.0313,5.568,1,0
249,Leon,1854,2604,442,1,1,1,1,1,1,2,0,0,0,0.2879,5.352,1,0
250,Valladolid,1665,1534,82,1,1,1,1,1,2,0,0,0,0,0.075,3.762,1,0
251,Burgos,1205,1708,490,1,1,1,1,1,1,0,0,1,0,0.2835,7.699,0,0
252,Zamora,1383,2156,286,1,1,1,1,1,1,0,0,2,0,0.0991,3.924,1,0
253,Leon,1285,1543,449,1,1,0,0,2,2,0,1,2,0,0.0598,4.036,2,1
254,Valladolid,1942,1445,387,0,1,0,1,2,4,3,0,1,1,0.5234,3.369,1,1
255,Salamanca,1159,162,69,0,1,0,0,5,2,3,1,5,0,0.1868,0.733,2,1
256,Zamora,1332,2333,415,1,1,1,1,2,2,0,0,0,0,0.1624,6.659,0,0
257,Palencia,821,2651,137,1,1,0,1,7,1,4,1,0,0,0.0219,3.517,0,1
258,Leon,1490,1122,480,1,1,1,1,1,1,0,0,0,0,0.0579,12.352,1,0
259,Valladolid,294,1983,227,1,1,1,1,1,1,2,0,0,0,0.1704,2.693,0,0
260,Valladolid,1010,2629,274,1,1,1,1,1,1,1,0,0,0,0.226,15.431,0,0
261,Palencia,0,624,385,1,1,1,1,2,2,1,0,0,0,0.0531,3.485,2,0
262,Leon,759,768,30,1,1,1,1,1,2,0,0,0,0,0.0283,7.635,0,0
263,Leon,46,1894,128,1,1,1,1,2,1,1,0,1,0,0.7425,0.0,3,0
264,Salamanca,860,903,226,1,1,1,1,1,1,0,0,0,0,0.0914,9.176,0,0
265,Palencia,137,135,90,1,1,1,1,1,1,0,0,0,0,0.0312,2.114,0,0
266,Segovia,1493,204,370,1,1,1,1,1,1,2,0,0,0,0.0438,1.997,3,0
267,Salamanca,2118,1598,433,1,1,1,1,2,1,0,0,0,0,0.083,3.055,1,0
268,Palencia,1981,314,472,1,1,1,1,1,1,0,0,0,0,0.3162,7.858,0,0
269,Salamanca,659,2271,242,1,1,1,1,5,1,1,0,0,0,0.1159,0.0,2,1
270,Salamanca,398,2778,75,1,1,1,1,1,1,0,0,0,0,0.5385,0.219,3,0
271,Leon,114,817,33,0,0,1,0,1,1,1,0,0,0,0.2398,0.771,2,0
272,Salamanca,587,163,41,1,1,1,1,1,1,1,0,0,0,0.1108,4.856,0,0
273,Burgos,1061,1313,274,1,1,0,1,2,1,3,1,0,0,0.1912,0.693,1,1
274,Salamanca,478,1665,208,1,1,1,1,1,1,0,0,0,0,0.0738,3.657,1,0
275,Valladolid,661,2827,433,1,1,1,1,2,1,2,0,0,0,0.0519,3.059,0,0
276,Zamora,1571,204,475,1,1,1,1,1,1,0,0,1,0,0.0259,1.982,3,0
277,Segovia,1549,844,367,0,1,0,1,3,1,1,0,2,1,0.8794,0.193,1,1
278,Valladolid,1920,1468,218,0,0,0,0,1,3,5,0,1,0,0.2552,5.452,1,1
279,Segovia,2012,486,274,1,1,1,1,2,1,0,0,0,0,0.2568,4.337,0,0
280,Valladolid,1047,1466,177,1,1,1,1,1,1,1,0,2,0,0.5844,0.44,2,0
281,Zamora,420,2859,281,1,1,1,1,1,2,0,0,0,0,0.0046,1.875,2,0
282,Burgos,914,614,221,1,1,1,1,3,1,0,0,2,0,0.014,1.72,2,0
283,Palencia,1094,635,75,1,1,1,1,1,1,1,0,0,0,0.0,4.922,0,0
284,Leon,2118,900,260,1,1,0,1,1,1,1,0,0,0,0.0515,4.438,0,0
285,Soria,150,2778,352,1,1,1,1,1,2,0,0,0,0,0.5414,0.901,3,0
286,Leon,534,1688,125,1,1,1,0,1,1,1,0,0,0,0.1383,1.137,1,0
287,Salamanca,713,1726,282,1,1,1,1,2,1,0,0,0,0,0.0,4.693,1,0
288,Burgos,0,1982,358,1,1,1,1,3,1,0,0,1,0,0.0712,3.807,0,0
289,Burgos,342,1059,87,1,1,1,1,2,1,2,0,0,0,0.5388,0.0,6,0
290,Salamanca,1595,170,439,1,0,0,1,4,2,1,0,0,0,0.1564,2.378,0,1
291,Soria,473,612,402,1,1,1,1,1,2,0,0,0,0,0.0683,1.126,0,0
292,Salamanca,1550,963,372,1,1,1,1,1,1,0,0,0,0,0.1597,0.529,1,0
293,Valladolid,1563,1073,412,1,0,1,1,1,2,4,1,2,0,0.0472,5.903,1,1
